id,original_title,title,bag_of_words
1486,Downhill Racer,Downhill Racer,Drama Deutsch Français English ParamountPictures SylvesterStallone RobertRedford GeneHackman CamillaSparv KarlMichaelVogler JimMcMullan KathleenCrowley MichaelRitchie JamesSalter OakleyHall sport teammate narcissism injury skiing 
1487,Mala Noche,Mala Noche,Drama English Español DougCooeyate TimStreeter SamDowney NylaMcCarthy RayMonge RobertLeePitchlynn GusVanSant GusVanSant WaltCurtis individual gay homelessperson salesclerk portland youthhostel hunger immigration cornershop hustler murder independentfilm gaysex rebelliousyouth lgbt 
1488,The Dark Knight,The Dark Knight,Drama Action Crime Thriller English 普通话 DCComics LegendaryPictures WarnerBros. DCEntertainment Syncopy ChristianBale MichaelCaine HeathLedger AaronEckhart GaryOldman MaggieGyllenhaal MorganFreeman ChristopherNolan ChristopherNolan JonathanNolan DavidS.Goyer BobKane BillFinger JerryRobinson dccomics crimefighter secretidentity scarecrow sadism chaos gothamcity vigilante joker superhero basedoncomic tragichero organizedcrime criminalmastermind districtattorney imax supervillain superpowers batman 
1489,Never Back Down,Never Back Down,Drama Action English SummitEntertainment MandalayPictures BaumgartenManagementandProductions(BMP) SeanFaris AmberHeard CamGigandet DjimonHounsou EvanPeters LeslieHope WyattSmith JeffWadlow ChrisHauty rebel martialarts underground fight training champion sport highschool party revenge blood nemesis violence club brawl 
1490,Ziemia obiecana,The Promised Land,"Drama Deutsch Polski Pусский  FilmPolskiFilmAgency ZespólFilmowy""X"" DanielOlbrychski WojciechPszoniak AndrzejSeweryn KalinaJędrusik AnnaNehrebecka BożenaDykiel AndrzejSzalawski AndrzejWajda AndrzejWajda WładysławStanisławReymont manvsmachine capitalism adultery fire factoryworker wifehusbandrelationship cheating factory firebrigade capitalist bankrupt german profit lodz jew pole textileindustry periodofpromoterism luxury inhumanity friendship revenge teacher arsonist humanity "
1491,Khadak,Khadak,Drama  MA.JA.DEFiction CinepartnersBelgiumII BoFilms BatzulKhayankhyarvaa TsetsegeeByamba BanzarDamchaa TserendarizavDashnyam DugarsurenDagvadorj EhkhtaivanUuriintuya NamsraiOtgontogos PeterBrosens PeterBrosens JessicaHopeWoodworth JessicaHopeWoodworth countryside adolescence shepherd meditation revolution vagabund livingtogether religionandsupernatural culturalrevolution resettlement mongolia miner subjection coercion teacher revolutionary nature womandirector plague 
1492,Street Kings,Street Kings,Action Crime Drama Thriller English Türkçe FoxSearchlightPictures RegencyEnterprises DuneEntertainmentIII Emmett/FurlaFilms KeanuReeves ForestWhitaker ChrisEvans HughLaurie MarthaHigareda CedrictheEntertainer NaomieHarris KurtWimmer DavidAyer JamieMoss JamesEllroy police losangeles 
1493,99 francs,99 francs,Drama Comedy Français PathéDistribution JeanDujardin VahinaGiocante PatrickMille JocelynQuivrin ElisaTovati NicolasMarié DominiqueBettenfeld JanKounen JanKounen FrédéricBeigbeder paris one-nightstand advertisingexpert filmnoir 
1494,The Forbidden Kingdom,The Forbidden Kingdom,Action Adventure Fantasy English 普通话 CaseySilverProductions ChinaFilmCo-ProductionCorporation HuayiBrothers RelativityMedia JackieChan JetLi MichaelAngarano LiuYifei LiBingbing CollinChou MorganBenoit RobMinkoff JohnFusco tempel shaolin teenager urination staff warrior monkeyking 
1495,Viva Zapata!,Viva Zapata!,History Drama Western English Deutsch Italiano TwentiethCenturyFoxFilmCorporation MarlonBrando JeanPeters AnthonyQuinn JosephWiseman ArnoldMoss AlanReed Margo EliaKazan JohnSteinbeck usapresident mexicanrevolution presidentialelection peasant 
1496,Die weisse Massai,The White Massai,Drama English Deutsch Kiswahili ConstantinFilmProduktion BayerischerBanken-Fonds NinaHoss JackyIdo KatjaFlint AntonioPrester JanekRieke HelenNamasoLenamarken NicolasSironka GünterRohrbach JohannesW.Betz HermineHuntgeburth HermineHuntgeburth CorinneHofmann switzerland kenia massai hut womandirector 
1497,Iron Man,Iron Man,Action ScienceFiction Adventure English فارسی اردو العربية ParamountPictures MarvelStudios RobertDowneyJr. TerrenceHoward JeffBridges ShaunToub GwynethPaltrow FaranTahir PaulBettany StanLee JackKirby JonFavreau ArtMarcum MattHolloway LarryLieber DonHeck middleeast armsdealer malibu marvelcomic superhero basedoncomic tonystark ironman aftercreditsstinger marvelcinematicuniverse counterterrorism agentcoulson 
1498,The Man Between,The Man Between,Thriller Pусский Deutsch English LondonFilmProductions ClaireBloom JamesMason HildegardKnef GeoffreyToone HildeSessak AribertWäscher ErnstSchröder CarolReed HarryKurnitz WalterEbert berlin postwarperiod british fallinginlove britnoir 
1499,The Chronicles of Narnia: Prince Caspian,The Chronicles of Narnia: Prince Caspian,Adventure Family Fantasy English WaltDisney WaldenMedia StillkingFilms OzumiFilms Propeler SilverbellFilms RevolutionSunStudios BenBarnes WilliamMoseley AnnaPopplewell SkandarKeynes GeorgieHenley SergioCastellitto AliciaBorrachero AndrewAdamson AndrewAdamson C.S.Lewis ChristopherMarkus StephenMcFeely basedonnovel fictionalplace brothersisterrelationship lion humanbeing wretch leapintime matteroflifeanddeath faith uncle narnia fantasyworld 
1500,Indiana Jones and the Kingdom of the Crystal Skull,Indiana Jones and the Kingdom of the Crystal Skull,Adventure Action English Deutsch Pусский Lucasfilm ParamountPictures HarrisonFord CateBlanchett ShiaLaBeouf RayWinstone KarenAllen JohnHurt JimBroadbent GeorgeLucas GeorgeLucas StevenSpielberg DavidKoepp PhilipKaufman JeffNathanson savingtheworld riddle whip treasure mexicocity leatherjacket machinegun alienphenomenons mayacivilization peru treasurehunt nuclearexplosion refrigerator archaeologist indianajones archeology  
1501,Sex and the City,Sex and the City,Comedy Drama Romance English NewLineCinema DarrenStarProductions HomeBoxOffice(HBO) SarahJessicaParker KimCattrall CynthiaNixon KristinDavis ChrisNoth WillieGarson DavidEigenberg MichaelPatrickKing MichaelPatrickKing CandaceBushnell cityportrait hotel newyear'seve forgiveness fashionjournal saintlouis fashiondesigner malibu lossoflibido botox couplestherapy bestfriend fashion childwish 
1502,Adieu l'ami,"Farewell, Friend",Crime Action Adventure English Français GreenwichFilmProductions MedusaDistribuzione AlainDelon CharlesBronson OlgaGeorges-Picot BrigitteFossey BernardFresson MariannaFalk EllenBahl SébastienJaprisot SébastienJaprisot SébastienJaprisot JeanHerman JeanHerman malefriendship tresorknacker intrigue 
1503,The Happening,The Happening,Thriller ScienceFiction English Français SpyglassEntertainment TwentiethCenturyFoxFilmCorporation DuneEntertainment UTVMotionPictures BlindingEdgePictures MarkWahlberg ZooeyDeschanel JohnLeguizamo SpencerBreslin BettyBuckley AshlynSanchez RobertBaileyJr. M.NightShyamalan M.NightShyamalan tree naturaldisaster crisis park strangebehavior 
1504,Angel Face,Angel Face,Crime Drama Romance English RKORadioPictures RobertMitchum JeanSimmons MonaFreeman HerbertMarshall BarbaraO'Neil LeonAmes RaymondGreenleaf OttoPreminger FrankS.Nugent ChesterErskine OscarMillard lovetriangle ambulance courtcase gas stepmother ambulanceman emergencydoctor classicnoir driveovercliff doublejeopardy 
1505,David Cross: Let America Laugh,David Cross: Let America Laugh,Comedy Documentary English DavidCross BobKaliban MichelleMaryk MeredithLipson AvivaYael ShonaliBhowmik JuliCross DavidCross DavidCross LanceBangs stand-upcomedy 
1506,Hour of the Gun,Hour of the Gun,Action Drama Western Český English TheMirischCorporation Mirisch-KappaProduction JamesGarner JasonRobards RobertRyan AlbertSalmi CharlesAidman SteveIhnat MichaelTolan JohnSturges EdwardAnhalt wyattearp docholliday revenge westerntown barshootout 
1507,「エロ事師たち」より 人類学入門,The Pornographers,Drama Romance 日本語 Nikkatsu ImamuraProductions ShoichiOzawa SumikoSakamoto MasaomiKondo KeikoSagawa GanjiroNakamura ShôheiImamura ShôheiImamura AkiyukiNosaka KojiNumata pornography sex movieinmovie japanesenewwave 
1508,Sommer '04,Summer '04,Drama Romance Deutsch MartinaGedeck RobertSeeliger SveaLohde LucasKotaranin NicoleMarischka GáborAltorjay MichaelBenthin StefanKrohmer DanielNocke holiday responsability sailboat senseofguilt becominganadult puberty sailingtrip schleswig-holstein summerresidence youngster anti-authoritarianupbringing youth family familyholiday balticsea 
1509,Silentium,Silentium,Comedy Crime Thriller Deutsch DorFilmProduktionsgesellschaftGmbH JosefHader SimonSchwarz JoachimKról MariaKöstlinger ChristophSchlingensief AnneBennent UdoSamel WolfgangMurnberger WolfHaas opera migraine salzburg cannabis murder soccer catholicschool catholicpriest 
1510,Pan Tadeusz,Pan Tadeusz,War Drama History Romance Polski CanalPlus Canal+Polska ApolloFilm AndrzejSeweryn MichalZebrowski DanielOlbrychski MarekKondrat GrażynaSzapołowska AlicjaBachleda-Curuś BogusławLinda AndrzejWajda AndrzejWajda AdamMickiewicz JanNowina-Zarzycki PiotrWereśniak lithuania 
1511,Une vieille maîtresse,The Last Mistress,Drama Romance Français CBFilms StudioCanal BurskinFilm Canal+ TPSStar FlachFilm RégionIle-de-France France3Cinema CentreNationaldelaCinématographie(CNC) AsiaArgento Fu'adAïtAattou RoxaneMesquida ClaudeSarraute YolandeMoreau MichaelLonsdale AnneParillaud CatherineBreillat CatherineBreillat Jules-AmédéeBarbeyd'Aurevilly lovetriangle lossoflover lover(female) ancienrégime aristocrat womandirector 
1512,The X Files: I Want to Believe,The X Files: I Want to Believe,Drama Mystery ScienceFiction Thriller English TwentiethCenturyFoxFilmCorporation TenThirteenProductions DuneEntertainmentIII CryingBoxProductions DavidDuchovny GillianAnderson AmandaPeet BillyConnolly Xzibit MitchPileggi CallumKeithRennie ChrisCarter ChrisCarter FrankSpotnitz JennySeinen extraterrestrialtechnology fbi alien fbiagent duringcreditsstinger 
1513,The Mummy: Tomb of the Dragon Emperor,The Mummy: Tomb of the Dragon Emperor,"Adventure Action Fantasy English 普通话  UniversalPictures ChinaFilmCo-ProductionCorporation RelativityMedia AlphavilleFilms SommersCompany,The BrendanFraser JetLi JohnHannah MariaBello LukeFord MichelleYeoh IsabellaLeong RobCohen MilesMillar AlfredGough "
1514,Vicky Cristina Barcelona,Vicky Cristina Barcelona,Drama Romance Español English TheWeinsteinCompany GravierProductions Antena3Films TelevisiódeCatalunya(TV3) Antena3Televisión Mediapro ScarlettJohansson RebeccaHall JavierBardem PenélopeCruz ChristopherEvanWelch ChrisMessina PatriciaClarkson WoodyAllen WoodyAllen barcelonaspain menageatrois author 
1515,Absolute Giganten,Gigantics,Drama Comedy Deutsch X-FilmeCreativePool FrankGiering FlorianLukas AntoineMonotJr. JuliaHummer JochenNickel AlbertKitzl HannesHellmann SebastianSchipper SebastianSchipper farewell intensivecare kicker stetson elvis friendship roadmovie 
1516,Stellet Licht,Silent Light,Drama English Français Español MantarrayaProducciones NoDreamCinema MotelFilms ElizabethFehr JacoboKlassen MariaPankratz MiriamToews CornelioWall PeterWall CarlosReygadas CarlosReygadas mexico villagelife family'sdailylife courtlylife peasant mennonites independentfilm parallelworld 
1517,Azuloscurocasinegro,Dark Blue Almost Black,Drama Español TeselaProduccionesCinematográficas QuimGutiérrez AntoniodelaTorre RaúlArévalo HéctorColomé EvaPallarés ManuelMorón AnaWagener DanielSánchezArévalo DanielSánchezArévalo prison brotherbrotherrelationship fathersonrelationship loveofone'slife impotence apoplecticstroke gatekeeper pregnancy 
1518,Varjoja paratiisissa,Shadows in Paradise,Drama Comedy English suomi svenska VillealfaFilmproductionOy MattiPellonpää KatiOutinen SakariKuosmanen EskoNikkari KylliKöngäs PekkaLaiho Jukka-PekkaPalo AkiKaurismäki AkiKaurismäki salesclerk helsinki garbage independentfilm 
1519,Maradona by Kusturica,Maradona by Kusturica,Documentary English Italiano Srpski Español WildBunch TelecincoCinema PentagramaFilms DiegoMaradona ManuChao EmirKusturica EmirKusturica EmirKusturica sport professionalsoccerplayer soccer 
1520,En la cama,In Bed,Drama Romance Español CenecaProducciones BlackForestFilms BlancaLewin GonzaloValenzuela MatíasBize JulioRojas sex hotelroom secret flirt violenthusband one-nightstand bed striptease fallinginlove 
1521,Gycklarnas afton,Sawdust and Tinsel,Drama svenska Sandrews ÅkeGrönberg HarrietAndersson HasseEkman AndersEk GudrunBrost AnnikaTretow ErikStrandmark IngmarBergman IngmarBergman 
1522,1984,1984,Drama ScienceFiction English ColumbiaPicturesCorporation HolidayFilmProductionsLtd. EdmondO'Brien JanSterling MichaelRedgrave DavidKossoff MervynJohns DonaldPleasence CarolWolveridge GeorgeOrwell MichaelAnderson RalphGilbertBettison WilliamTempleton basedonnovel television future dystopia bigbrother totalitarianism 
1523,"The Tulse Luper Suitcases, Part 1: The Moab Story","The Tulse Luper Suitcases, Part 1: The Moab Story",War Drama History Adventure Romance Thriller Español English Deutsch Nederlands Français J.J.Feild CarolineDhavernas JordiMollà StevenMackintosh RaymondJ.Barry ScotWilliams DrewMulligan PeterGreenaway PeterGreenaway 
1524,"Synecdoche, New York","Synecdoche, New York",Drama English LikelyStory PhilipSeymourHoffman SamanthaMorton JenniferJasonLeigh MichelleWilliams CatherineKeener EmilyWatson TomNoonan CharlieKaufman CharlieKaufman newyork man-womanrelation writer 
1525,A Tale of Two Cities,A Tale of Two Cities,Drama History Romance English TheRankOrganisation DirkBogarde DorothyTutin PaulGuers MarieVersini IanBannen CecilParker StephenMurray CharlesDickens RalphThomas frenchrevolution guillotine 
1526,Don Q Son of Zorro,Don Q Son of Zorro,Western Adventure Romance EltonProductions DouglasFairbanks MaryAstor DonaldCrisp JackMcDonald WarnerOland StellaDeLanti JeanHersholt DonaldCrisp 
1527,Üç maymun,Three Monkeys,Drama Thriller Türkçe PyramideProductions BIMDistribuzione CentreNationaldelaCinématographie(CNC) MinistryofCultureandTourism Zeynofilm NBCFilm Conseildel'Europe ImajSoundPostProduction Imaj YavuzBingöl HaticeAslan RifatSungar ErcanKesal CaferKöse GürkanAydin NuriBilgeCeylan NuriBilgeCeylan ErcanKesal EbruCeylan istanbul hit-and-rundriving familyrelationships cheatonhusband 
1528,Twilight,Twilight,Adventure Fantasy Drama Romance English SummitEntertainment MaverickFilms ImprintEntertainment GoldcrestPictures TempleHillEntertainment TwilightProductions KristenStewart RobertPattinson BillyBurke TaylorLautner PeterFacinelli AshleyGreene JacksonRathbone CatherineHardwicke MelissaRosenberg StephenieMeyer soulmates vampire forbiddenlove immortality trust desire duringcreditsstinger womandirector interspeciesromance basedonyoungadultnovel fangvamp 
1529,Les amants,The Lovers,Romance Drama Français NouvellesÉditionsdeFilm JeanneMoreau AlainCuny JoséLuisdeVillalonga Jean-MarcBory JudithMagre GastonModot MichèleGirardon LouisMalle LouisedeVilmorin DominiqueVivant freelove dailylife carbreakdown women'ssexualidentity self-awareness self-discovery seduction selbf-doubt lover moonlight independentfilm 
1530,Ein Freund von mir,A Friend of Mine,Drama Deutsch Telepool JürgenVogel DanielBrühl SabineTimoteo PeterKurth OktayÖzdemir MichaelWittenborn SteffenGroth SebastianSchipper SebastianSchipper barcelonaspain lovetriangle airport carrace stewardess insurancesalesman basementgarage friendship 
1531,Che: Part Two,Che: Part Two,"Drama History War English Español WildBunch Telecinco LauraBickfordProductions MorenaFilms MinisteriodeCultura GuerrillaFilms LondraFilmsP&D SectionEightProductions BeniciodelToro CatalinaSandinoMoreno FrankaPotente DemiánBichir ÓscarJaenada RodrigoSantoro MaríaD.Sosa StevenSoderbergh PeterBuchman BenjaminA.vanderveen Ernesto'Che'Guevara biography cheguevara bolivianarmy lapaz,bolivia "
